gene,value
TNIP1,0.38646388053894043
TOMM34,0.5150407552719116
TOMM70A,-0.1947694718837738
TOP2A,0.2778410315513611
TOPBP1,-0.1902758777141571
TOR1A,0.2001279890537262
TP53,0.03393569588661194
TP53BP1,0.11156123876571655
TP53BP2,-0.4570126235485077
TPD52L2,0.4655107855796814
TPM1,0.3087388575077057
TRAK2,0.9163349866867065
TRAM2,-0.0021727681159973145
TRAP1,0.4724695086479187
TRAPPC3,0.2946886420249939
TRAPPC6A,-0.5481389760971069
TRIB1,-0.3042309880256653
TRIB3,-0.4873579144477844
TRIM13,-0.5139419436454773
TRIM2,-0.4364964962005615
